category_id,name,product_slug,brand,model,description,manufacturer,thumbnail_image,rating,price
1,"Sony XR65A90J 65"" Class BRAVIA XR OLED 4K Ultra HD Smart Google TV with Dolby Vision HDR","Sony XR65A90J 65"" Class BRAVIA XR OLED 4K Ultra HD Smart Google TV with Dolby Vision HDR",Sony,Sony,"['COGNITIVE PROCESSOR XR™ – Revolutionary TV processing technology that understands how humans see and hear to deliver intense contrast with pure blacks, high peak brightness, and natural colors.', 'XR TRILUMINOS PRO™ - Rediscover everything you watch with billions of accurate colors and see impressive picture quality that is natural and beautiful to the human eye.', 'XR OLED CONTRAST PRO – Feel immersive depth and realism with ultimate blacks and our brightest-ever OLED picture.', 'GOOGLE TV™ – See 700,000+ movies and TV episodes, plus live TV, all in one place. Google TV brings your favorite content from across your apps and subscriptions and organizes them just for you. Watch content from Netflix, Amazon Prime Video, Disney+, YouTube, the Apple TV app, and many more.', 'BRAVIA CORE™ – Bring the cinematic experience home. Enjoy streaming high-quality movies included with BRAVIA CORE™, exclusively on select Sony TVs.', 'HDMI 2.1 – Get the most out of next-gen gaming with BRAVIA XR HDMI 2.1 enabled TVs featuring 4K/120fps and BRAVIA Game Mode for increased frame rate and reduced input lag.', 'XR MOTION CLARITY™ – Intelligent motion processing for fast-moving, blur-free sports and action-packed movies.', 'XR 4K UPSCALING – Enjoy all your HD content in close to 4K resolution and bring back lost texture and detail with intelligent TV processing.', 'ACOUSTIC SURFACE AUDIO+ – The screen is the speaker, perfectly matching sound with the action on screen for a truly immersive experience.', 'DOLBY VISION, IMAX ENHANCED, NETFLIX CALIBRATED MODE – Enjoy immersive and engaging cinematic content as the creator intended.', 'GOOGLE ASSISTANT – Hands-free entertainment with help from Google – just say “Hey Google” to get started.', 'APPLE AIRPLAY – Works with AirPlay 2 to easily stream content from your Apple device.', '2-WAY MULTI-POSITION STAND – Beautifully designed to complement your unique viewing experience, offering two levels of flexibility – standard low-profile setting or raised to accommodate a soundbar.', 'PREMIUM BACKLIT REMOTE – Premium brushed aluminum, backlit remote with Bluetooth® connectivity for interference-free control of your TV.']",Sony,https://target.scene7.com/is/image/Target/GUEST_6287eb75-5c75-49db-a8c1-790a6938fa98,4.64,2498
1,VIZIO V-Series 50 Class 4K HDR Smart TV - V505-J09,VIZIO V-Series 50 Class 4K HDR Smart TV - V505-J09,VIZIO,VIZIO,"['4K Ultra HD - Over 8 million pixels for breathtaking detail. 4 times the resolution of 1080p!', ""Full Array Backlight  LEDs are evenly distributed across the screen's backlight for superior light uniformity and picture performance."", 'SmartCast - Instant access to the best selection of apps from top-tier streaming services, and over 250 free channels on WatchFree+. You can even pair your favorite Bluetooth headphones and hear every word - uninterrupted.', 'Apple AirPlay 2 and Chromecast Built-In - Stream, control, mirror and share your content from your Apple or Android devices directly to the TV.', ""What's Included - VIZIO Voice Remote with batteries, Power Cable, Quick Start Guide and User Manual."", '3 HDMI 2.1 Ports - Offers the highest video performance for 4K entertainment devices, superior audio quality with eARC for high bit-rate audio pass-through for Dolby Atmos and DTS:X.', 'V-Gaming Engine - Automatically makes the latest console gameplay more responsive with auto game mode, fast response, low lag, and newly-added gaming menu.', 'Dolby Vision Bright Mode - See even more lifelike accuracy, color saturation, black detail, and brightness thanks to color pixel tuning that ramps up depth and detail to new heights. V-Series also supports HDR10/+ and HLG formats.']",VIZIO,https://target.scene7.com/is/image/Target/GUEST_e0557f9f-879e-40ac-8b9a-29b44336717e,4.47,269.99
1,Samsung 55 The Terrace Outdoor TV QLED 4K UHD Smart TV (QN55LST7T),Samsung 55 The Terrace Outdoor TV QLED 4K UHD Smart TV (QN55LST7T),Samsung,Samsung,"['Outdoor Optimized QLED Picture - High quality 4K QLED picture engineered to look incredibly vivid and bright especially in daylight.', 'Weather Resistant Durability IP55 Rated - Resistant to extreme temperatures, and is best in class IP55 rated for weather resistant durability against water and dust.', 'Smart TV Powered by Tizen - Access your favorite apps and streaming services right from your TV.', 'Wide Viewing Angle with Anti-glare - Designed to reduce glare and enhance color no matter where you sit, Ultra Viewing Angle ensures every seat is the best.', 'Wi-Fi and Bluetooth® Connection - Connect to your home Wi-Fi network or pair with Bluetooth devices.']",Samsung,https://target.scene7.com/is/image/Target/GUEST_77e83a55-e364-434e-a2e5-694e3904de01,4.75,2799.99
1,Samsung 3.1Ch 400W Soundbar with Wireless Sub - Black (HW-B63M),Samsung 3.1Ch 400W Soundbar with Wireless Sub - Black (HW-B63M),Samsung,Samsung,"['Dolby Digital 5.1 / DTS Virtual:X - You’ll be truly captivated with multi directional sound that draws you into the action with Dolby Digital 5.1 capable and DTS Virtual X. Dolby Digital 5.1 creates realistic surround sound by projecting it from all around you, while DTS Virtual: X expands your listening experience without having to add extra speakers putting you at the center of every epic battle and heart stopping car chase.', 'Bass Boost - Feel the rumble of distant thunder as your listening experience is taken to another level. Give your bass an instant boost with the push of a button.', ""Built in Center Speaker - The built in center speaker is dedicated to delivering enhanced dialogue so you won't miss a word, no matter how faint the conversation or how intense the background music or action is."", 'Subwoofer Included - Experience the intensity of action movies or the excitement of sports with the rich, powerful bass coming from the included subwoofer*. *Applicable on Q series, B models and S8 series.', 'Game Mode - Game Mode optimizes your gaming experience with synced, directional audio that moves with the onscreen action, and eliminates distractions. **Compatible with select TVs and select gaming consoles (e.g. Xbox X, PS5). Game console sold separately.', 'One Remote - Streamline the control of your Samsung TV and soundbar including volume with just the Samsung TV remote.* *Only available on select Samsung TVs. Please refer to samsung.com for more information.', 'Voice Enhanced - Voice Enhance optimizes the equalizer and amplifies the dialogue on the screen so that voices can be heard more clearly. *Setting can be controlled by the Samsung soundbar remote and SmartThings App for Wi Fi enabled models.', 'Night Mode - Switch on Night Mode to lower the volume and compress the bass, to prevent disturbing others while they sleep. *Setting can be controlled by the Samsung soundbar remote and SmartThings App for Wi Fi enabled models.', 'Wireless Surround Sound Compatible - Connect easily and seamlessly to', 'the optional Samsung speakers and enjoy room filling sound without the wires.* *Samsung Rear Speaker Kit sold separately (Accessory models: SWA 9200S). The wireless module requires a power cord to function and speaker cables to connect to.']",Samsung,https://target.scene7.com/is/image/Target/GUEST_fb2ad853-540a-4c0c-8fa8-b0ae196080ab,4.53,199.99
1,VANKYO Leisure 3W Wireless Mini Projector - White,VANKYO Leisure 3W Wireless Mini Projector - White,Vankyo,Vankyo,"['Wireless Mini Projector: Bring accessibility, affordability, and wireless freedom to your home. With a special portable design for home entertainment, the video projector enables screen sharing from IOS or Android devices wirelessly.', 'Stunning Entertainment Experience: With 50ANSI Lumen brightness, an optimum projection screen from 33” to 176”, and a video projection distance that can vary from 3.28ft to 18.04ft, This Incredible 1080p supported projector is ideal for your home theater and outdoor activities.', 'Compact Connectivity: The Leisure 3W is a portable project and is compatible with Chromecast, PC, laptop, Xbox, TF card, IOS or Android devices, and more. The enhanced multimedia projector features a variety of choices for you to enjoy games, movies, TV series, or photos.', 'Low Noise and Advanced Cooling System: Equipped With a breakthrough fan noise suppression system as well as an innovative cooling system with heat dispersion, VANKYO Ultra-quiet Video Projector provides exceptional, color-rich performance and immersive images you can’t get from a flat-panel TV.']",Vankyo,https://target.scene7.com/is/image/Target/GUEST_f4e20228-20ca-470d-babd-bbfe03e03c2e,4.63,79.99
1,TCL Alto 8i 2.1 Channel Dolby Atmos Roku TV Ready Sound Bar &#8211; TS8111,TCL Alto 8i 2.1 Channel Dolby Atmos Roku TV Ready Sound Bar &#8211; TS8111,TCL,TCL,"['Dolby Atmos® surround sound – Dolby Atmos technology brings multi-dimensional sound for greater depth and excitement, so you’re able to enjoy a more cinematic experience.', 'Dual Internal subwoofers for pulse-pounding bass – Experience deep, rich bass to make movies and music truly come to life. Feel the beats in music and the impact of an action scene in movies without an additional external subwoofer.', 'Roku TV ReadyTM – Enjoy simple setup, easy access to sound settings, and compatibility with your TCL Roku TV remote.', 'Flexible Connectivity – Connect all your devices with your choice of HDMI (ARC), optical, analog (3.5mm) and USB', 'Stream Music Wirelessly –Stream all your favorite music and podcasts from apps like Pandora, Spotify, TuneIn, and more, wirelessly from your smartphone, tablet, or laptop with Bluetooth® wireless technology.', 'Loud, clear sound in a compact design – Enjoy your favorite movies, TV shows, and music with enhanced sound quality.', 'Specially tuned to deliver distortion-free sound at any volume – Sound bar reproduces audio as intended by the artists, without adding color to the sound.', 'Specialized Sound Modes bring movies, music, and TV to life – Sound modes are fine-tuned to deliver content-adapted entertainment. Movie mode enhances the mids and lows of sound for vocal clarity and thumping bass of explosions or punches. Music mode emphasizes the highs, mids, and the lows to ensure true instrument sound reproduction, clear vocals and deep base. TV mode isolates ambient noise from content being played to allow the listener to clearly listen to dialogue, interviews, or debate, without missing a word or context.', 'Included Wall Mounting Kit – Provides a step-by-step guide for easy mounting and includes a mounting template to ensure that you get it right the first time.']",TCL,https://target.scene7.com/is/image/Target/GUEST_1f0971b3-6572-40e0-aa55-f1804a3bfc95,4.03,179.99
1,LG 4K UHD Blu-ray Player with HDR Compatibility (UBK80),LG 4K UHD Blu-ray Player with HDR Compatibility (UBK80),LG Electronics,LG Electronics,"['4K Ultra HD Blu-ray Disc Playback', 'Blu-ray & DVD Backward Compatible', 'Hi-Res Audio Playback', 'Wide Body Professional Design']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_ddd2bfa5-31f3-4b47-b74c-58894b007cde,4.33,179.99
1,"Supersonic SC-2412 24 1080p LED TV/DVD Combination, AC/DC Compatible with RV/Boat","Supersonic SC-2412 24 1080p LED TV/DVD Combination, AC/DC Compatible with RV/Boat",Supersonic,Supersonic,"['23.6 diagonal', '1920 x 1080 resolution', '16:9 aspect ratio', '1,000:1 contrast ratio', 'Built-in DVD player', 'Built-in speakers', 'Compatible with DVD, CD, CD-R/RW, DVD+/-R/RW, VCD & SVCD', 'Built-in dual tuners', '250 nits contrast ratio', '5ms response time', '170? horizontal & 170deg vertical viewing angles', '>=1W standby power', '16.7 million colors', 'Digital noise reduction', 'User/standard/dynamic/mild picture modes', 'Standard/music/movie/user sound modes', 'Bass, treble & balance controls', 'Sleep timer function', 'Multilanguage on-screen display', 'Inputs: USB, SD(TM) Card, VGA, RF, PC & HDMI(R)', 'Outputs: headphones & coaxial', 'Supports 480i, 480p, 720p, 1080i & 1080p', 'UL-approved 100V-240V adapter', 'AC/DC compatible with RV/boat']",Supersonic,https://target.scene7.com/is/image/Target/GUEST_c15dd8bc-51b7-4629-bc39-9475fdf3cda4,0,231.99
1,Samsung 2.1Ch 360W Soundbar with Wireless Sub - Black (HW-B53M),Samsung 2.1Ch 360W Soundbar with Wireless Sub - Black (HW-B53M),Samsung,Samsung,"['Dolby Audio /DTS Virtual:X - Elevate your favorite content. Dolby Atmos creates realistic 3D sound by projecting it from all around you, including from above, while DTS Virtual: X expands your listening experience without having to add extra speakers.* * Dolby Atmos and DTS:X applies to all 2022 Q Series Soundbars. (Excludes the 2021 Q65T Soundbar). Dolby Atmos and DTS:X source content required.', 'Subwoofer Included - Experience the intensity of action movies or the excitement of sports with the rich, powerful bass coming from the included subwoofer*. *Applicable on Q series, B models and S8 series.', 'Game Mode - Game Mode optimizes your gaming experience with synced, directional audio that moves with the onscreen action, and eliminates distractions. **Compatible with select TVs and select gaming consoles (e.g. Xbox X, PS5). Game console sold separately.', 'Bluetooth® TV connection - Set up is a breeze. Easily connect your soundbar to your TV wirelessly. *Please check whether your TV is Bluetooth® compatible.', ""Surround Sound Expansion - Engulf yourself in sound with wide range audio no matter where you're sitting."", 'Wireless Surround Sound Compatible - Connect easily and seamlessly to the optional Samsung speakers and enjoy room filling sound without the wires.* *Samsung Rear Speaker Kit sold separately (Accessory models: SWA 9200S or SWA 9100S. The wireless module requires a power cord to function and speaker cables to connect to rear speakers.', 'Voice Enhanced - Voice Enhance optimizes the equalizer and amplifies the dialogue on the screen so that voices can be heard more clearly. *Setting can be controlled by the Samsung soundbar remote and SmartThings App for Wi Fi enabled models.', 'Night Mode - Switch on Night Mode to lower the volume and compress the bass, to prevent disturbing others while they sleep. *Setting can be controlled by the Samsung soundbar remote and SmartThings App for Wi Fi enabled models.']",Samsung,https://target.scene7.com/is/image/Target/GUEST_402c704d-cd8a-4dfb-aa62-221f6a33137e,3.5,159.99
1,TCL Alto 6+ 2.1 Channel Roku TV Ready Sound Bar &#8211; TS6110,TCL Alto 6+ 2.1 Channel Roku TV Ready Sound Bar &#8211; TS6110,TCL,TCL,"['Roku TV ReadyTM – Enjoy smoother setup, easy access to sound settings, and compatibility with your TCL Roku TV remote.', 'Dolby Digital – Dolby Digital decoding maximizes sound clarity and creates incredible room-filling virtual surround sound.', 'Flexible Connectivity – Connect all your devices with your choice of HDMI (ARC), optical, analog (3.5mm) and USB', 'Wireless subwoofer for pulse-pounding bass – Experience deep, rich bass to make movies and music truly come to life. Feel the beats in music and the impact of an action scene in movies. And because it’s wireless, you can place the subwoofer virtually anywhere to adjust your exposure to bass.', 'Stream Music Wirelessly – Stream all your favorite music and podcasts from apps like Pandora, Spotify, TuneIn, and more, wirelessly from your smartphone, tablet, or laptop with Bluetooth® wireless technology.', 'Loud, clear sound in a compact design – Enjoy your favorite movies, TV shows, and music with enhanced sound quality.', 'Specially tuned to deliver distortion-free sound at any volume – Sound bar reproduces audio as intended by the artists, without adding color to the sound.', 'Specialized Sound Modes bring movies, music, and TV to life – Sound modes are fine-tuned to deliver content-adapted entertainment. Movie mode enhances the mids and lows of sound for vocal clarity and thumping bass of explosions or punches. Music mode emphasizes the highs, mids, and the lows to ensure true instrument sound reproduction, clear vocals and deep base. TV mode isolates ambient noise from content being played to allow the listener to clearly listen to dialogue, interviews, or debate, without missing a word or context.', 'Included Wall Mounting Kit – Provides a step-by-step guide for easy mounting and includes a mounting template to ensure that you get it right the first time.']",TCL,https://target.scene7.com/is/image/Target/GUEST_1f45f7c7-2d2b-458c-848f-8ca9f15242f4,3.98,129.99
1,"Supersonic 13.3 720p Widescreen LED HDTV/DVD Combination, AC/DC Compatible with RV/Boat","Supersonic 13.3 720p Widescreen LED HDTV/DVD Combination, AC/DC Compatible with RV/Boat",Supersonic,Supersonic,"['13.3 LED HD display', '1366 x 768 resolution', '16:9 aspect ratio', '500:1 contrast ratio', 'Built-in DVD player', '2W x 2 speakers', 'Compatible with DVD, CD, CD-R/RW, DVD+/-R/RW, VCD, HDCD, MPEG1, JPEG & SVCD', 'Built-in dual tuners', '200 nits contrast ratio', '16msec response time', '90? horizontal & 65deg vertical viewing angles', '262,000 colors', 'Digital noise reduction', 'User/standard/dynamic/soft picture modes', 'Standard/music/movie/user/sports sound modes', 'Bass, treble & balance controls', 'Sleep timer function', 'Multilanguage on-screen display', 'Inputs: USB, SD(TM) Card, VGA, A/V, PC & HDMI(R)', 'Outputs: headphones & digital audio', 'Supports 480i, 480p, 720p, 1080i & 1080p', '100V-240V adapter', 'AC/DC compatible with RV/boat', '12V DC compatible', 'VESA(R) compliant & wall mountable', 'Includes AC/DC car cord']",Supersonic,https://target.scene7.com/is/image/Target/GUEST_2b34c82d-39f5-429d-a503-2733f670837b,0,180.99
1,Trexonic 15.4 Inch Portable DVD Player with TFT-LCD Screen and USB/SD/AV Inputs,Trexonic 15.4 Inch Portable DVD Player with TFT-LCD Screen and USB/SD/AV Inputs,Trexonic,Trexonic,"['Power Source: AC 100-240V /DC 12V 1.5A', 'Resolution: 1280 x 800', 'Battery: Li-ion 3.7V/1800mAh', 'Solution: Sunplus7188', 'Interface: SD / USB / Earphones Input']",Trexonic,https://target.scene7.com/is/image/Target/GUEST_c6cbd5f6-8b9b-474d-af5c-30986e129367,5,109.99
1,"Supersonic SC-2411 24 1080p LED TV, AC/DC Compatible with RV/Boat","Supersonic SC-2411 24 1080p LED TV, AC/DC Compatible with RV/Boat",Supersonic,Supersonic,"['1920 x 1080 resolution', '16:9 aspect ratio', '1,000:1 contrast ratio', 'Built-in speakers', 'Built-in dual tuners', '250 nits brightness', '5msec response time', '170deg horizontal & 160deg vertical viewing angle', '>=1W standby power', '16.7 million colors', 'Brightness & contrast controls', 'Digital noise reduction', 'User/standard/dynamic/mild picture mode', 'Bass, treble & balance controls', 'Sleep timer function', 'Multilanguage on-screen display', 'Supports 480i, 480p, 720p, 1080i & 1080p', 'Inputs: 3 HDMI(R), VGA, RF, USB, PC, CVBS & A/V', 'Outputs: headphones & coaxial', 'UL-approved 100V-240V adapter', 'VESA(R) compliant & wall mountable', 'AC/DC compatible with RV/boat', 'Includes remote']",Supersonic,https://target.scene7.com/is/image/Target/GUEST_754b7fac-29c3-4cd9-a3c7-d77cb1508514,0,207.99
1,LG SPD7Y 3.1.2 Channel High Res 380W Audio Soundbar with Dolby Atmos and Bluetooth,LG SPD7Y 3.1.2 Channel High Res 380W Audio Soundbar with Dolby Atmos and Bluetooth,LG Electronics,LG Electronics,"['3.1.2 channel 380W', 'Dolby Atmos® & DTS:X with Upfiring Height Speakers', 'Meridian Advanced Sound Technologies', 'High Resolution Audio (24bit / 96kHz)', '4K & HDR Passthrough']",LG Electronics,https://target.scene7.com/is/image/Target/GUEST_d0d962d6-5588-46ab-98c7-42affd53490a,4.29,299.99
1,Sony 4K Upscaling 3D Streaming Blu-ray Disc Player - Black (BDPS6700),Sony 4K Upscaling 3D Streaming Blu-ray Disc Player - Black (BDPS6700),Sony,Sony,"['Bring the theater home: Get the best seat in the house while enjoying movies and content from the comfort of your family room', 'Smart Functionality: With fast, stable built-in Wi-Fi, you can wirelessly access your favorite streaming apps and services including Netflix, YouTube, Amazon Instant Video & more', 'Inputs/Outputs: 1 HDMI, 1 USB, 1 Coaxial, 1 Ethernet. Features built in wifi 2.4 GHz, 5 GHz with mimo', '4K Upscaling: Get the most out of your 4K Ultra HD TV by upscaling the quality of your Blu-ray movies to near 4K quality. 4K Ultra HD discs are not supported', ""The upscaling chip also improves the quality of online content, and upconverts DVD's to near HD quality for an improved viewing experience"", 'Sound: Experience HD sound with Dolby and dts-Master Audio. Enjoy multi-room streaming capabilities with the SongPal Link Apps, and connect via bluetooth to enjoy wireless listening', ""Screen Mirroring: View your Android mobile devices' content on your TV with Miracast screen mirroring technology"", 'Front USB Port: Enjoy your videos, photos and digital music with USB connectivity. Power Consumption: 12 W; POWER CONSUMPTION (STANDBY MODE): 0.25 W', 'DLNA Home sharing : DLNA allows you to share multimedia content across all supported devices in your home']",Sony,https://target.scene7.com/is/image/Target/GUEST_09541021-b77e-4980-9ed6-e3b609885dc7,4.25,99.99
1,Samsung 2.1Ch 210W Soundbar with Wireless Sub - Black (HW-B43M),Samsung 2.1Ch 210W Soundbar with Wireless Sub - Black (HW-B43M),Samsung,Samsung,"['Subwoofer Included - Experience the intensity of action movies or the excitement of sports with the rich, powerful bass coming from the included subwoofer.* *Applicable on Q series, B models and S8 series.', ""Surround Sound Expansion - Engulf yourself in sound with wide range audio no matter where you're sitting."", 'Game Mode - Game Mode optimizes your gaming experience with synced, directional audio that moves with the onscreen action, and eliminates distractions. **Compatible with select TVs and select gaming consoles (e.g. Xbox X, PS5). Game console sold separately.', 'Bluetooth® TV connection - Set up is a breeze. Easily connect your soundbar to your TV wirelessly. *Please check whether your TV is Bluetooth® compatible.', 'One Remote - Streamline the control of your Samsung TV and soundbar including volume with just the Samsung TV remote.* *Only available on select Samsung TVs. Please refer to samsung.com for more information.', 'Dolby Audio / DTS 2.0 Channel - Elevate your experience with captivating virtual 3D surround sound that moves all around you, including above, with the simulation of up firing speakers with DTS Virtual:X technology.', 'Voice Enhanced - Voice Enhance optimizes the equalizer and amplifies the dialogue on the screen so that voices can be heard more clearly. *Setting can be controlled by the Samsung soundbar remote and SmartThings App for Wi Fi enabled models.', 'Night Mode - Switch on Night Mode to lower the volume and compress the bass, to prevent disturbing others while they sleep. *Setting can be controlled by the Samsung soundbar remote and SmartThings App for Wi Fi enabled models.']",Samsung,https://target.scene7.com/is/image/Target/GUEST_bcb3203e-004f-4f75-ae10-e9eb638818af,2.17,129.99
1,Samsung 43 Smart QLED 4K UHD TV - Titan Gray (QN43Q60B),Samsung 43 Smart QLED 4K UHD TV - Titan Gray (QN43Q60B),Samsung,Samsung,"['100% Color Volume with Quantum Dot* - Bask in a billion shades of brilliant color at 100% Color Volume. Quantum Dot technology brings you a gorgeous picture by transforming light into vivid color that stays true for bold detail, even as the scene brightens. *QLED televisions can produce 100% Color Volume in the DCI P3 color space, the format for most cinema screens and HDR movies for television.', 'Quantum Processor Lite with 4K Upscaling - Everything on your screen is upgraded to 4K resolution by a smart, powerful processor. Turn on your TV and see your favorite shows and movies automatically transformed to 4K thanks to the smart and fast Quantum Processor 4K Lite.', 'Duel LED - Enjoy natural, real life colors with dedicated warm and cool Dual LED backlights. Whatever you watch, you’ll notice amazing color tones with backlighting that automatically adapts the contrast to match your content in real time.', 'Quantum HDR - Go beyond HDTV with Quantum HDR that delivers an expanded range of color and contrast. With an impressive spectrum that deepens blacks and brightens whites, you’ll finally see the details in the Hollywood movies and shows with HDR.', 'Smart TV with Multiple Voice Assistants - Just speak up your favorite Voice Assistant is ready to help. Voice Assistants are built into your Samsung TV. Simply use your voice to find the content you love, control your connected home and more.', 'Motion Xcelerator - Watch the fast action in your movies, sports and games get crisp and clear. You won’t miss a beat with Motion Xcelerator features that minimize the blur and improve the motion clarity of the high speed, high intensity content you love.', 'OTS Lite - Discover 3D sound that virtually puts the action around you. By electronically adjusting your audio, Object Tracking Sound Lite spatially immerses you in your favorite shows, movies, sports and all you enjoy.', 'Q Symphony* - Surround yourself with the sound of your TV and soundbar working in harmony. With Q Symphony, your TV speakers and Q Series soundbar operate as one. Together, they can optimize all the channels to bring you a masterfully orchestrated sound experience.*. *Q Symphony is available only with compatible soundbar. Check for Q Symphony compatibility on soundbar product specifications.', 'SolarCell Remote - Simply control all your compatible connected devices with one battery free, solar powered remote. The rechargeable SolarCell Remote gives you centralized command of what you need to enjoy your movies, shows, games and more. *Remote color and design may vary by model.', 'AirSlim Design - Elevate your space with a TV so slim and so seamless, yet so expansive. Created to blend into your wall, the sleek AirSlim design fits in almost anywhere. And even with its minimalistic details, the immersive view has the power to transport you.']",Samsung,https://target.scene7.com/is/image/Target/GUEST_c8a50fec-7406-41d5-89fc-bc1b7fb055ca,4.77,449.99
1,"Trexonic 14.1 Inch Portable DVD Player with Swivel TFT-LCD Screen and USB,SD,AV Inputs","Trexonic 14.1 Inch Portable DVD Player with Swivel TFT-LCD Screen and USB,SD,AV Inputs",Trexonic,Trexonic,"['Power Source: AC 100-240V /DC 12V 1.5A', 'Screen: 14.1 inches TFT-LCD', 'Resolution: 1280 x 800', 'Battery\t: Li-ion 7.4V/2000mAh', 'Solution: Sunplus7188']",Trexonic,https://target.scene7.com/is/image/Target/GUEST_4cd1be7d-9606-417e-8583-1e7b4b663f1c,4.29,99.99
1,"Supersonic SC-1911 19 720p LED TV, AC/DC Compatible with RV/Boat","Supersonic SC-1911 19 720p LED TV, AC/DC Compatible with RV/Boat",Supersonic,Supersonic,"['19 LED HD display', '1366 x 768 resolution', '16:9 aspect ratio', '1,000:1 dynamic contrast ratio', '3W x 2 speakers', '180 nits brightness', '5msec response time', '170deg horizontal & 160deg vertical viewing angle', '.5W standby power', '16.7 million colors', 'Antiglare coating', 'Digital noise reduction', 'User/standard/dynamic/movie picture modes', 'User/dynamic/standard/soft sound modes', 'Bass, treble & balance controls', 'Sleep timer function', 'Multilanguage on-screen display', 'Supports 480i, 480p, 576i, 576p, 720p, 1080i & 1080p', 'Inputs: HDMI(R), VGA, PC, A/V & headphone', 'AC/DC compatible with RV/boat', 'VESA(R) compliant & wall mountable']",Supersonic,https://target.scene7.com/is/image/Target/GUEST_23616a05-ebc2-4231-ba89-d67e5a064d33,0,168.99
1,Supersonic SC-3216STV 32-Inch 720p Smart HDTV,Supersonic SC-3216STV 32-Inch 720p Smart HDTV,Supersonic,Supersonic,"['32 in. DLED HD Smart TV', 'Compatible with 1080p/1080i/720p/576p/576i/480p', 'Resolution: 1366 x 768', 'Aspect ratio: 16:9', 'Built-in ATSC and NTSC system', 'Built-in Wi-Fi(R) 802.11 b/g/n', 'Input terminals: 3 HDMI(R), AV, headphones, 2 USB, optical, and RJ45', 'Built-in USB input for picture and music playback from user-supplied flash drive', 'Brightness: 180 nits', 'Contrast ratio: 3,000:1', 'Response time: 8 ms', 'Viewing angle: 178deg (H), 178deg (V)', 'Refresh rate: 60 Hz', 'Anti-glare coating', 'Digital noise reduction', 'Audio output power: 2 x 8 watts', 'Picture modes: Standard, Music, Lightness, and User', 'Sound modes: Standard, Music, Movie, Sports, and User', 'Sleep timer function', 'Multi-language on-screen display', 'Standby power: .5 watts', 'Power: AC 110 volts to 240 volts; 50 Hz/60 Hz', 'Maximum power consumption: 56 watts', 'Includes full function remote and user manual']",Supersonic,https://target.scene7.com/is/image/Target/GUEST_aee99f34-7586-40e8-a132-1b75df963647,0,265.99
1,"Trexonic Portable Rechargeable 14 Inch LED TV with HDMI, SD/MMC, USB, VGA, AV In/Out and Built-in Digital Tuner","Trexonic Portable Rechargeable 14 Inch LED TV with HDMI, SD/MMC, USB, VGA, AV In/Out and Built-in Digital Tuner",Trexonic,Trexonic,"['Peak Brightness : 350cd/m2', 'Aspect Ratio : 16:9 LED Screen', 'Resolution: 1366 x 768', 'Panel : 14in LED Widescreen', 'Detachable Telescope Antenna']",Trexonic,https://target.scene7.com/is/image/Target/GUEST_88716ed2-4e4b-4471-bb65-3a93bfd0d3f9,4.67,129.99
